Survey Year,Year,Site,Quad,Species,Live.Length,Live.Width,Live Cover,Notes
3,2021,JUL_2,6,MCAV,5,5,25,
3,2021,JUL_2,9,SSID,5,4,20,
3,2021,JUL_2,16,SINT,5,4,20,
3,2021,JUL_2,18,SSID,5,4,20,
3,2021,JUL_2,27,SINT,5,3,15,
3,2021,JUL_2,28,SINT,5,2,10,
3,2021,JUL_2,30,SSID,5,4,20,
3,2021,JUL_2,31,PAST,5,4,20,
3,2021,JUL_2,34,SINT,5,3,15,
3,2021,JUL_2,35,PAST,5,5,25,
3,2021,JUL_2,37,SINT,5,4,20,
3,2021,JUL_6,15,MCAV,5,4,20,
3,2021,JUL_6,28,PAST,5,5,25,
3,2021,JUL_7,1,SINT,5,5,25,
3,2021,JUL_7,2,SSID,5,5,25,
3,2021,JUL_7,6,SSID,5,5,25,
3,2021,JUL_7,6,SSID,5,4,20,
3,2021,JUL_7,18,SINT,5,5,25,
3,2021,JUL_7,19,DSTO,5,4,20,
3,2021,JUL_7,21,SSID,5,4,20,
3,2021,JUL_7,27,SSID,5,4,20,
3,2021,JUL_7,29,SSID,5,3,15,
3,2021,JUL_7,31,SSID,5,3,15,
3,2021,JUL_7,35,SSID,5,3,15,
3,2021,JUL_8,2,PAST,5,5,25,
3,2021,JUL_8,10,PAST,5,3,15,
3,2021,JUL_8,24,SSID,5,4,20,
3,2021,JUL_8,32,SSID,5,3,15,
3,2021,JUL_8,38,SINT,5,4,20,
3,2021,POMP1,6,PPOR,5,3,15,
3,2021,POMP1,7,PPOR,5,5,25,
3,2021,POMP1,10,PAST,5,4,20,
3,2021,POMP1,13,PAST,5,4,20,
3,2021,POMP1,13,PAST,5,4,20,
3,2021,POMP1,15,PPOR,5,5,25,
3,2021,POMP1,15,PAST,5,5,25,
3,2021,POMP1,20,PAST,5,4,20,
3,2021,POMP1,20,PPOR,5,5,25,
3,2021,POMP1,28,PPOR,5,3,15,
3,2021,POMP1,29,PPOR,5,4,20,
3,2021,POMP1,31,PAST,5,6,30,
3,2021,POMP2,14,PPOR,5,2,10,
3,2021,POMP2,25,MCAV,5,5,25,
3,2021,POMP2,33,PSTR,5,5,25,NJ 1/14/22 - changed to PSTR based upon image and 2021 survey ID
3,2021,POMP2,38,SSID,5,5,25,
3,2021,POMP2,38,SSID,5,4,20,
3,2021,POMP3,1,PAST,5,4,20,
3,2021,POMP3,4,MCAV,5,5,25,
3,2021,POMP3,7,SSID,5,3,15,
3,2021,POMP3,8,SSID,5,5,25,
3,2021,POMP3,12,SINT,5,5,25,
3,2021,POMP3,13,MCAV,5,4,20,
3,2021,POMP3,16,SSID,5,5,25,
3,2021,POMP3,21,SSID,5,4,20,
3,2021,POMP3,22,SSID,5,5,25,
3,2021,POMP3,22,SINT,5,5,25,
3,2021,POMP3,23,PAST,5,5,25,
3,2021,POMP3,25,PAST,5,3,15,
3,2021,POMP3,26,SSID,5,5,25,
3,2021,POMP3,37,SSID,5,4,20,
3,2021,POMP3,38,PAST,5,4,20,
3,2021,POMP3,38,SSID,5,4,20,
3,2021,POMP4,8,PPOR,5,3,15,
3,2021,POMP4,31,PPOR,5,3,15,
3,2021,POMP5,31,SSID,5,3,15,
3,2021,POMP6,1,SINT,5,4,20,
3,2021,POMP6,2,SSID,5,5,25,
3,2021,POMP6,2,MALI,5,3,15,
3,2021,POMP6,8,MCAV,5,5,25,
3,2021,POMP6,10,MALI,5,5,25,
3,2021,POMP6,18,SINT,5,4,20,
3,2021,POMP6,23,SSID,5,4,20,
3,2021,POMP6,23,SSID,5,5,25,
3,2021,POMP6,32,SSID,5,5,25,
3,2021,POMP6,32,SINT,5,4,20,
3,2021,POMP6,37,SSID,5,4,20,
1,2020,Pompano,4,MDEC,5,4,20,
1,2020,Pompano,13,MSEN,5,4,20,
1,2020,Pompano,14,MCAV,5,4,20,
1,2020,Pompano,14,MCAV,5,5,25,
1,2020,Pompano,19,SSID,5,4,20,
1,2020,Pompano,24,SINT,5,3,15,
1,2020,Pompano,24,MCAV,5,3,15,
1,2020,Pompano,35,MDEC,5,4,20,
1,2020,FTL Deep,6,SINT,5,4,20,
1,2020,FTL Deep,9,MDEC,5,4,20,
1,2020,FTL Deep,11,MDEC,5,4,20,
1,2020,FTL Deep,15,PAST,5,3,15,
1,2020,FTL Deep,26,MMEA,5,4,20,
1,2020,FTL Deep,29,SINT,5,3,15,
1,2020,FTL Deep,32,MDEC,5,3,15,
1,2020,FTL Deep,33,SSID,5,3,15,
1,2020,FTL Deep,36,MDEC,5,3,15,
1,2020,FTL Deep,38,MDEC,5,3,15,
1,2020,JUL Deep,2,SINT,5,3,15,
1,2020,JUL Deep,4,SINT,5,4,20,
1,2020,JUL Deep,12,MDEC,5,4,20,
1,2020,JUL Deep,13,SSID,5,4,20,
1,2020,JUL Deep,17,SINT,5,4,20,
1,2020,JUL Deep,18,SINT,5,5,25,
1,2020,JUL Deep,19,SINT,5,5,25,
1,2020,JUL Deep,19,SSID,5,4,20,
1,2020,JUL Deep,19,SSID,5,3,15,
1,2020,JUL Deep,20,SINT,5,3,15,
1,2020,JUL Deep,31,SSID,5,3,15,
1,2020,JUL Deep,37,SINT,5,4,20,
1,2020,Hollywood,4,SINT,5,3,15,
1,2020,Hollywood,9,SINT,5,5,25,
1,2020,Hollywood,11,SSID,5,4,20,
1,2020,Hollywood,21,SINT,5,4,20,
1,2020,Hollywood,30,SINT,5,3,15,
1,2020,Deerfield,3,MCAV,5,4,20,
1,2020,Deerfield,3,MCAV,5,5,25,
1,2020,Deerfield,4,MDEC,5,3,15,
1,2020,Deerfield,4,MDEC,5,3,15,
1,2020,Deerfield,13,MDEC,5,2,10,
1,2020,Deerfield,15,SINT,5,4,20,
1,2020,Deerfield,16,MMEA,5,4,20,
1,2020,Deerfield,17,MDEC,5,5,25,
1,2020,Deerfield,18,SINT,5,4,20,
1,2020,Deerfield,22,SSID,5,4,20,
1,2020,Deerfield,28,MCAV,5,3,15,
1,2020,Deerfield,35,SINT,5,5,25,
1,2020,Deerfield,38,MDEC,5,4,20,
1,2020,Deerfield,39,MCAV,5,4,20,
1,2020,Hillsboro,10,MCAV,5,3,15,
1,2020,Hillsboro,15,MCAV,5,4,20,
1,2020,Hillsboro,18,MCAV,5,4,20,
1,2020,Hillsboro,18,SSID,5,3,15,
1,2020,Hillsboro,22,SINT,5,2,10,
1,2020,Hillsboro,22,SSID,5,4,20,
1,2020,Hillsboro,31,SSID,5,3,15,
1,2020,Hillsboro,32,SSID,5,4,20,
1,2020,Hillsboro,40,MCAV,5,4,20,
2,2021,JUL Deep,4,SSID,5,4,20,
2,2021,JUL Deep,5,SINT,5,2,10,
2,2021,JUL Deep,7,SINT,5,4,20,
2,2021,JUL Deep,7,PAST,5,3,15,
2,2021,JUL Deep,8,MDEC,5,2,10,
2,2021,JUL Deep,13,SSID,5,5,25,
2,2021,JUL Deep,18,SINT,5,4,20,
2,2021,JUL Deep,20,SINT,5,4,20,
2,2021,JUL Deep,27,MDEC,5,4,20,
2,2021,JUL Deep,30,MMEA,5,3,15,
2,2021,JUL Deep,35,PAST,5,2,10,
2,2021,JUL Deep,37,MDEC,5,2,10,
2,2021,JUL Deep,37,SINT,5,4,20,
2,2021,JUL Deep,40,SINT,5,3,15,
2,2021,FTL Deep,2,SINT,5,4,20,
2,2021,FTL Deep,4,SINT,5,5,25,
2,2021,FTL Deep,11,SINT,5,5,25,
2,2021,FTL Deep,14,MDEC,5,4,20,
2,2021,FTL Deep,14,SINT,5,5,25,
2,2021,FTL Deep,20,SINT,5,5,25,
2,2021,FTL Deep,22,SINT,5,4,20,
2,2021,Pompano,3,MCAV,5,1,5,
2,2021,Pompano,4,SSID,5,4,20,
2,2021,Pompano,9,SINT,5,5,25,
2,2021,Pompano,19,SINT,5,4,20,
2,2021,Pompano,19,MDEC,5,4,20,
2,2021,Pompano,21,MCAV,5,4,20,
2,2021,Pompano,22,SSID,5,3,15,
2,2021,Pompano,23,MDEC,5,3,15,
2,2021,Pompano,24,MCAV,5,5,25,
2,2021,Pompano,33,SINT,5,4,20,
2,2021,Pompano,35,MDEC,5,3,15,
2,2021,Hillsboro,9,MDEC,5,5,25,
2,2021,Hillsboro,10,MCAV,5,4,20,
2,2021,Hillsboro,12,SINT,5,4,20,
2,2021,Hillsboro,21,SINT,5,2,10,
2,2021,Hillsboro,22,SSID,5,4,20,
2,2021,Hillsboro,23,SSID,5,4,20,
2,2021,Hillsboro,23,SSID,5,5,25,
2,2021,Hillsboro,32,SSID,5,4,20,
2,2021,Hillsboro,34,SSID,5,4,20,
2,2021,Deerfield,2,SSID,5,5,25,
2,2021,Deerfield,4,MDEC,5,5,25,
2,2021,Deerfield,4,MDEC,5,5,25,
2,2021,Deerfield,4,MDEC,5,5,25,
2,2021,Deerfield,4,MDEC,5,5,25,
2,2021,Deerfield,6,MCAV,5,5,25,
2,2021,Deerfield,15,SINT,5,4,20,
2,2021,Deerfield,16,MMEA,5,4,20,
2,2021,Deerfield,17,SINT,5,4,20,
2,2021,Deerfield,25,SINT,5,5,25,
2,2021,Deerfield,27,SSID,5,3,15,
2,2021,Deerfield,27,MCAV,5,4,20,
2,2021,Deerfield,35,SSID,5,5,25,
2,2021,Deerfield,37,PAST,5,4,20,
2,2021,Hollywood,11,SSID,5,4,20,
2,2021,Hollywood,21,MDEC,5,3,15,
2,2021,Hollywood,21,MDEC,5,4,20,
2,2021,Hollywood,21,SSID,5,5,25,
2,2021,Hollywood,30,SINT,5,4,20,
2,2021,Hollywood,38,MCAV,5,4,20,
3,2022,Hollywood,11,SSID,5,4,20,
3,2022,Hollywood,14,MDEC,5,5,25,
3,2022,Hollywood,32,SINT,5,5,25,
3,2022,JUL Deep,2,MDEC,5,5,25,
3,2022,JUL Deep,4,SINT,5,4,20,
3,2022,JUL Deep,5,SINT,5,5,25,
3,2022,JUL Deep,7,SINT,5,4,20,
3,2022,JUL Deep,9,MCAV,5,4,20,
3,2022,JUL Deep,16,SINT,5,4,20,
3,2022,JUL Deep,19,SSID,5,4,20,
3,2022,JUL Deep,19,SINT,5,4,20,
3,2022,JUL Deep,20,SINT,5,4,20,
3,2022,JUL Deep,21,MCAV,5,5,25,
3,2022,JUL Deep,27,SINT,5,3,15,
3,2022,JUL Deep,28,SCUB,5,3,15,
3,2022,JUL Deep,28,SINT,5,4,20,
3,2022,JUL Deep,31,SSID,5,4,20,
3,2022,JUL Deep,33,SINT,5,3,15,
3,2022,JUL Deep,36,MALI,5,4,20,
3,2022,JUL Deep,39,MMEA,5,5,25,
3,2022,Pompano,2,SINT,5,3,15,
3,2022,Pompano,14,MCAV,5,4,20,
3,2022,Pompano,17,SINT,5,3,15,
3,2022,Pompano,17,MCAV,5,4,20,
3,2022,Pompano,22,SSID,5,3,15,
3,2022,Pompano,24,MCAV,5,4,20,
3,2022,Pompano,27,HCUC,5,4,20,
3,2022,Pompano,27,MDEC,5,4,20,
3,2022,Pompano,31,MDEC,5,2,10,
3,2022,Pompano,36,MDEC,5,2,10,
3,2022,Pompano,36,MDEC,5,3,15,
3,2022,Pompano,38,MDEC,5,4,20,
3,2022,Pompano,40,MDEC,5,1,5,
3,2022,Deerfield,2,SSID,5,5,25,
3,2022,Deerfield,6,MCAV,5,4,20,
3,2022,Deerfield,9,MCAV,5,4,20,
3,2022,Deerfield,11,MDEC,5,5,25,
3,2022,Deerfield,13,MDEC,5,4,20,
3,2022,Deerfield,17,MDEC,5,5,25,
3,2022,Deerfield,18,SINT,5,4,20,
3,2022,Deerfield,19,SINT,5,4,20,
3,2022,Deerfield,21,SSID,5,3,15,
3,2022,Deerfield,28,MMEA,5,5,25,
3,2022,Deerfield,38,MCAV,5,3,15,
3,2022,Hillsboro,10,SINT,5,5,25,
3,2022,Hillsboro,11,MMEA,5,5,25,
3,2022,Hillsboro,19,MSEN,5,2,10,
3,2022,Hillsboro,22,MCAV,5,4,20,
3,2022,Hillsboro,30,SSID,5,4,20,
3,2022,FTL Deep,2,SINT,5,5,25,
3,2022,FTL Deep,6,SINT,5,4,20,
3,2022,FTL Deep,8,SINT,5,4,20,
3,2022,FTL Deep,11,SINT,5,4,20,
3,2022,FTL Deep,12,MDEC,5,3,15,
3,2022,FTL Deep,17,MDEC,5,3,15,
3,2022,FTL Deep,33,SINT,5,5,25,
3,2022,FTL Deep,37,MDEC,5,3,15,
1,2019,DB2,3,PPOR,4,2,8,
1,2019,DB2,5,SSID,4,3,12,
1,2019,DB2,7,MCAV,4,3,12,
1,2019,DB2,8,SSID,4,3,12,
1,2019,DB2,20,MCAV,4,3,12,
1,2019,DB2,30,SSID,4,4,16,
1,2019,DB2,33,SSID,4,2,8,
1,2019,DB2,36,SSID,4,3,12,
1,2019,DB3,3,SSID,4,2,8,
1,2019,DB3,5,SSID,4,3,12,
1,2019,DB3,17,SSID,4,3,12,
1,2019,DB3,31,MDEC,4,2,8,
1,2019,DB3,36,SINT,4,3,12,
1,2019,DB3,39,SSID,4,3,12,
1,2019,FTL1,3,PPOR,4,3,12,
1,2019,FTL1,3,PPOR,4,3,12,
1,2019,FTL1,5,PPOR,4,2,8,
1,2019,FTL1,26,PPOR,4,1,4,
1,2019,FTL1,37,PPOR,4,2,8,
1,2019,FTL1,39,AAGA,4,3,12,
1,2019,FTL1,39,PPOR,4,2,8,
1,2019,FTL2,5,SSID,4,4,16,
1,2019,FTL2,8,MCAV,4,4,16,
1,2019,FTL2,15,MDEC,4,2,8,
1,2019,FTL2,26,SINT,4,4,16,
1,2019,FTL2,36,SSID,4,2,8,
1,2019,FTL3,2,SINT,4,2,8,
1,2019,FTL3,6,SINT,4,3,12,
1,2019,FTL3,9,MMEA,4,2,8,
1,2019,FTL3,13,SINT,4,4,16,
1,2019,FTL3,15,SINT,4,3,12,
1,2019,FTL3,22,SSID,4,4,16,
1,2019,FTL3,22,MMEA,4,2,8,
1,2019,FTL3,25,EFAS,4,2,8,
1,2019,FTL4,1,PPOR,4,4,16,
1,2019,FTL4,8,SSID,4,4,16,
1,2019,FTL4,13,SSID,4,4,16,
1,2019,FTL4,14,SINT,4,4,16,
1,2019,FTL4,15,MCAV,4,4,16,
1,2019,FTL4,19,AAGA,4,4,16,
1,2019,FTL4,25,PAST,4,3,12,
1,2019,FTL4,26,MCAV,4,2,8,
1,2019,FTL4,30,AAGA,4,2,8,
1,2019,FTL4,31,SSID,4,3,12,
1,2019,FTL4,31,SSID,4,2,8,
1,2019,FTL4,35,SSID,4,2,8,
1,2019,FTL4,39,AAGA,4,3,12,
1,2019,FTL5,18,SSID,4,3,12,
1,2019,FTL5,32,PAST,4,3,12,
1,2019,FTL5,36,AAGA,4,3,12,
1,2019,FTL5,40,SSID,4,3,12,
1,2019,FTL6,7,AAGA,4,2,8,
1,2019,FTL6,8,AAGA,4,3,12,
1,2019,FTL6,11,AAGA,4,4,16,
1,2019,FTL6,11,AAGA,4,3,12,
1,2019,FTL6,11,AAGA,4,4,16,
1,2019,FTL6,12,AAGA,4,4,16,
1,2019,FTL6,12,AAGA,4,3,12,
1,2019,FTL6,13,AAGA,4,4,16,
1,2019,FTL6,15,PAST,4,3,12,
1,2019,FTL6,15,AAGA,4,3,12,
1,2019,FTL6,16,AAGA,4,4,16,
1,2019,FTL6,17,AAGA,4,3,12,
1,2019,FTL6,17,AAGA,4,2,8,
1,2019,FTL6,17,AAGA,4,3,12,
1,2019,FTL6,17,AAGA,4,3,12,
1,2019,FTL6,19,AAGA,4,3,12,
1,2019,FTL6,19,AAGA,4,4,16,
1,2019,FTL6,19,AAGA,4,3,12,
1,2019,FTL6,19,AAGA,4,3,12,
1,2019,FTL6,19,AAGA,4,3,12,
1,2019,FTL6,20,PPOR,4,3,12,
1,2019,FTL6,20,AAGA,4,4,16,
1,2019,FTL6,20,AAGA,4,3,12,
1,2019,FTL6,21,AAGA,4,3,12,
1,2019,FTL6,21,AAGA,4,2,8,
1,2019,FTL6,21,AAGA,4,3,12,
1,2019,FTL6,21,AAGA,4,3,12,
1,2019,FTL6,22,AAGA,4,3,12,
1,2019,FTL6,22,AAGA,4,4,16,
1,2019,FTL6,22,AAGA,4,3,12,
1,2019,FTL6,23,AAGA,4,2,8,
1,2019,FTL6,23,AAGA,4,3,12,
1,2019,FTL6,24,AAGA,4,3,12,
1,2019,FTL6,25,AAGA,4,4,16,
1,2019,FTL6,27,AAGA,4,2,8,
1,2019,FTL6,28,AAGA,4,2,8,
1,2019,FTL6,29,AAGA,4,3,12,
1,2019,FTL6,29,AAGA,4,3,12,
1,2019,FTL6,31,AAGA,4,3,12,
1,2019,FTL6,31,AAGA,4,3,12,
1,2019,FTL6,31,AAGA,4,3,12,
1,2019,FTL6,31,AAGA,4,2,8,
1,2019,FTL6,31,AAGA,4,2,8,
1,2019,FTL6,31,AAGA,4,3,12,
1,2019,FTL6,31,AAGA,4,3,12,
1,2019,FTL6,32,AAGA,4,3,12,
1,2019,FTL6,32,AAGA,4,1,4,
1,2019,FTL6,32,AAGA,4,3,12,
1,2019,FTL6,32,AAGA,4,3,12,
1,2019,FTL6,32,AAGA,4,2,8,
1,2019,FTL6,32,AAGA,4,3,12,
1,2019,FTL6,33,AAGA,4,2,8,
1,2019,FTL6,33,AAGA,4,3,12,
1,2019,FTL6,36,PAST,4,2,8,
1,2019,FTL6,39,PAST,4,3,12,
1,2019,HB2,2,MCAV,4,4,16,
1,2019,HB2,3,SSID,4,3,12,
1,2019,HB2,5,SSID,4,2,8,
1,2019,HB2,12,PAST,4,3,12,
1,2019,HB2,18,SSID,4,4,16,
1,2019,HB2,22,SINT,4,3,12,
1,2019,HB2,24,SSID,4,3,12,
1,2019,HB2,38,PSTR,4,3,12,
1,2019,HB2,40,PAST,4,3,12,
1,2019,HB2,40,SINT,4,3,12,
1,2019,HB3,1,AAGA,4,3,12,
1,2019,HB3,1,SSID,4,4,16,
1,2019,HB3,7,PAST,4,2,8,
1,2019,HB3,9,SSID,4,2,8,
1,2019,HB3,9,PAST,4,2,8,
1,2019,HB3,9,MCAV,4,3,12,
1,2019,HB3,13,SINT,4,3,12,
1,2019,HB3,14,SINT,4,3,12,
1,2019,HB3,21,MMEA,4,4,16,
1,2019,HB3,22,SSID,4,2,8,
1,2019,HB3,22,SSID,4,3,12,
1,2019,HB3,25,MCAV,4,3,12,
1,2019,HB3,27,SSID,4,1,4,
1,2019,HB3,32,SSID,4,3,12,
1,2019,HB3,37,MDEC,4,3,12,
1,2019,HB3,38,DLAB,4,4,16,
1,2019,HB3,39,MCAV,4,3,12,
1,2019,JUL_1,7,SSID,4,3,12,
1,2019,JUL_1,11,SSID,4,3,12,
1,2019,JUL_1,14,SSID,4,1,4,
1,2019,JUL_1,15,SINT,4,3,12,
1,2019,JUL_1,16,MMEA,4,4,16,
1,2019,JUL_1,19,SSID,4,3,12,
1,2019,JUL_1,23,MCAV,4,3,12,
1,2019,JUL_1,30,MCAV,4,3,12,
1,2019,JUL_2,2,SINT,4,3,12,
1,2019,JUL_2,4,SSID,4,3,12,
1,2019,JUL_2,6,MCAV,4,3,12,
1,2019,JUL_2,8,SSID,4,3,12,
1,2019,JUL_2,9,MCAV,4,3,12,
1,2019,JUL_2,10,SINT,4,3,12,
1,2019,JUL_2,10,SSID,4,3,12,
1,2019,JUL_2,16,SINT,4,4,16,
1,2019,JUL_2,27,MDEC,4,4,16,
1,2019,JUL_2,27,MDEC,4,3,12,
1,2019,JUL_6,14,SSID,4,2,8,
1,2019,JUL_6,28,PAST,4,3,12,
1,2019,JUL_7,3,SINT,4,4,16,
1,2019,JUL_7,5,SSID,4,3,12,
1,2019,JUL_7,10,PAST,4,3,12,
1,2019,JUL_7,11,SSID,4,3,12,
1,2019,JUL_7,14,SSID,4,2,8,
1,2019,JUL_7,15,SSID,4,3,12,
1,2019,JUL_7,16,PAST,4,3,12,
1,2019,JUL_7,18,SINT,4,3,12,
1,2019,JUL_7,21,SSID,4,3,12,
1,2019,JUL_7,24,PAST,4,3,12,
1,2019,JUL_7,25,SINT,4,3,12,
1,2019,JUL_7,27,SSID,4,4,16,
1,2019,JUL_7,27,SSID,4,3,12,
1,2019,JUL_7,29,SSID,4,3,12,
1,2019,JUL_7,31,SSID,4,2,8,
1,2019,JUL_7,35,SSID,4,3,12,
1,2019,JUL_7,37,SSID,4,3,12,
1,2019,JUL_7,39,SSID,4,3,12,
1,2019,JUL_7,39,SSID,4,3,12,
1,2019,JUL_7,39,PPOR,4,4,16,
1,2019,JUL_7,39,SSID,4,3,12,
1,2019,JUL_8,2,SSID,4,3,12,
1,2019,JUL_8,2,PAST,4,2,8,
1,2019,JUL_8,3,PAST,4,3,12,
1,2019,JUL_8,9,MCAV,4,3,12,
1,2019,JUL_8,10,PAST,4,2,8,
1,2019,JUL_8,10,SSID,4,4,16,
1,2019,JUL_8,11,PAST,4,4,16,
1,2019,JUL_8,15,SINT,4,2,8,
1,2019,JUL_8,24,SSID,4,4,16,
1,2019,JUL_8,27,SSID,4,2,8,
1,2019,JUL_8,28,SSID,4,3,12,
1,2019,JUL_8,36,SINT,4,2,8,
1,2019,JUL_8,37,SSID,4,3,12,
1,2019,JUL_8,38,SINT,4,4,16,
1,2019,POMP1,7,PPOR,4,3,12,
1,2019,POMP1,8,PPOR,4,4,16,
1,2019,POMP1,13,PAST,4,4,16,
1,2019,POMP1,25,PPOR,4,3,12,
1,2019,POMP1,26,PAST,4,3,12,
1,2019,POMP1,26,PAST,4,3,12,
1,2019,POMP1,32,PAST,4,3,12,
1,2019,POMP1,33,PPOR,4,4,16,
1,2019,POMP1,34,SSID,4,3,12,
1,2019,POMP1,35,PCLI,4,4,16,
1,2019,POMP1,39,PPOR,4,3,12,
1,2019,POMP2,8,MMEA,4,4,16,
1,2019,POMP2,16,SSID,4,4,16,
1,2019,POMP2,17,MCAV,4,4,16,
1,2019,POMP2,21,SSID,4,3,12,
1,2019,POMP2,23,SSID,4,4,16,
1,2019,POMP2,38,PPOR,4,3,12,
1,2019,POMP2,39,PAST,4,4,16,
1,2019,POMP3,6,SINT,4,3,12,
1,2019,POMP3,6,MDEC,4,3,12,
1,2019,POMP3,7,PAST,4,4,16,
1,2019,POMP3,7,MMEA,4,4,16,
1,2019,POMP3,8,MCAV,4,3,12,
1,2019,POMP3,9,SSID,4,2,8,
1,2019,POMP3,13,MCAV,4,4,16,
1,2019,POMP3,21,DSTO,4,2,8,
1,2019,POMP3,26,MCAV,4,3,12,
1,2019,POMP3,26,SSID,4,3,12,
1,2019,POMP3,36,PAST,4,3,12,
1,2019,POMP3,36,MCAV,4,3,12,
1,2019,POMP3,38,PAST,4,3,12,
1,2019,POMP4,10,SSID,4,4,16,
1,2019,POMP4,22,SSID,4,4,16,
1,2019,POMP4,24,PPOR,4,4,16,
1,2019,POMP4,30,SSID,4,3,12,
1,2019,POMP4,34,SSID,4,3,12,
1,2019,POMP4,36,PPOR,4,3,12,
1,2019,POMP5,9,MCAV,4,3,12,
1,2019,POMP5,17,SSID,4,3,12,
1,2019,POMP5,18,SSID,4,2,8,
1,2019,POMP5,22,MCAV,4,2,8,
1,2019,POMP6,1,SINT,4,3,12,
1,2019,POMP6,4,OFAV,4,4,16,
1,2019,POMP6,6,SSID,4,4,16,
1,2019,POMP6,8,MCAV,4,4,16,
1,2019,POMP6,8,SSID,4,3,12,
1,2019,POMP6,18,MCAV,4,3,12,
1,2019,POMP6,22,SSID,4,3,12,
1,2019,POMP6,26,SINT,4,3,12,
1,2019,POMP6,32,SSID,4,3,12,
1,2019,POMP6,32,SINT,4,3,12,
1,2019,POMP6,37,SSID,4,3,12,
1,2019,POMP6,37,SSID,4,3,12,
1,2019,POMP6,39,MCAV,4,3,12,
2,2020,DB2,1,SSID,4,3,12,
2,2020,DB2,5,SSID,4,4,16,
2,2020,DB2,7,SSID,4,3,12,
2,2020,DB2,11,SSID,4,3,12,
2,2020,DB2,13,SSID,4,3,12,
2,2020,DB2,18,SSID,4,3,12,
2,2020,DB2,20,PPOR,4,4,16,
2,2020,DB2,24,SSID,4,3,12,
2,2020,DB2,25,PSTR,4,3,12,
2,2020,DB2,26,MCAV,4,3,12,
2,2020,DB2,32,SSID,4,3,12,
2,2020,DB2,39,SSID,4,2,8,
2,2020,DB2,40,SSID,4,4,16,
2,2020,DB3,5,SSID,4,4,16,
2,2020,DB3,8,EFAS,4,3,12,
2,2020,DB3,9,MCAV,4,3,12,
2,2020,DB3,11,PAST,4,2,8,
2,2020,DB3,20,SINT,4,4,16,
2,2020,FTL1,4,PAST,4,3,12,
2,2020,FTL1,7,SSID,4,3,12,
2,2020,FTL1,7,AAGA,4,3,12,
2,2020,FTL1,11,PAST,4,3,12,
2,2020,FTL1,15,AAGA,4,3,12,
2,2020,FTL1,19,PAST,4,3,12,
2,2020,FTL1,35,PPOR,4,4,16,
2,2020,FTL1,38,SSID,4,4,16,
2,2020,FTL1,38,SSID,4,4,16,
2,2020,FTL2,9,MCAV,4,4,16,
2,2020,FTL2,9,MCAV,4,4,16,
2,2020,FTL2,32,SSID,4,4,16,
2,2020,FTL2,35,SSID,4,3,12,
2,2020,FTL2,38,MCAV,4,3,12,
2,2020,FTL2,40,MCAV,4,3,12,
2,2020,FTL3,6,SINT,4,4,16,
2,2020,FTL3,8,MCAV,4,3,12,
2,2020,FTL3,20,SSID,4,3,12,
2,2020,FTL3,27,SINT,4,4,16,
2,2020,FTL3,31,SSID,4,4,16,
2,2020,FTL3,36,SSID,4,3,12,
2,2020,FTL3,38,SSID,4,3,12,
2,2020,FTL3,39,MCAV,4,3,12,
2,2020,FTL4,4,PPOR,4,3,12,
2,2020,FTL4,4,PPOR,4,3,12,
2,2020,FTL4,13,SSID,4,2,8,
2,2020,FTL4,21,SSID,4,3,12,
2,2020,FTL4,31,SSID,4,3,12,
2,2020,FTL4,37,AAGA,4,3,12,
2,2020,FTL4,38,AAGA,4,4,16,
2,2020,FTL4,39,AAGA,4,3,12,
2,2020,FTL5,3,PAST,4,3,12,
2,2020,FTL5,7,MCAV,4,3,12,
2,2020,FTL5,8,PAST,4,4,16,
2,2020,FTL5,10,SINT,4,3,12,
2,2020,FTL5,18,SSID,4,4,16,
2,2020,FTL5,36,AAGA,4,4,16,
2,2020,FTL5,40,SSID,4,3,12,
2,2020,FTL6,8,AAGA,4,3,12,
2,2020,FTL6,8,AAGA,4,3,12,
2,2020,FTL6,10,AAGA,4,3,12,
2,2020,FTL6,11,AAGA,4,3,12,
2,2020,FTL6,11,AAGA,4,3,12,
2,2020,FTL6,11,AAGA,4,2,8,
2,2020,FTL6,11,AAGA,4,2,8,
2,2020,FTL6,11,AAGA,4,4,16,
2,2020,FTL6,11,AAGA,4,4,16,
2,2020,FTL6,12,AAGA,4,4,16,
2,2020,FTL6,12,AAGA,4,4,16,
2,2020,FTL6,13,AAGA,4,4,16,
2,2020,FTL6,13,AAGA,4,4,16,
2,2020,FTL6,16,AAGA,4,4,16,
2,2020,FTL6,16,AAGA,4,4,16,
2,2020,FTL6,17,AAGA,4,3,12,
2,2020,FTL6,17,AAGA,4,3,12,
2,2020,FTL6,19,AAGA,4,3,12,
2,2020,FTL6,19,AAGA,4,3,12,
2,2020,FTL6,21,AAGA,4,2,8,
2,2020,FTL6,21,AAGA,4,2,8,
2,2020,FTL6,21,AAGA,4,2,8,
2,2020,FTL6,22,AAGA,4,3,12,
2,2020,FTL6,23,AAGA,4,4,16,
2,2020,FTL6,23,AAGA,4,4,16,
2,2020,FTL6,23,AAGA,4,4,16,
2,2020,FTL6,23,AAGA,4,4,16,
2,2020,FTL6,23,PAST,4,3,12,
2,2020,FTL6,24,AAGA,4,3,12,
2,2020,FTL6,24,AAGA,4,3,12,
2,2020,FTL6,24,AAGA,4,3,12,
2,2020,FTL6,25,PAST,4,4,16,
